fips,TOT_POP,0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,60-69 y/o % of total pop,70-79 y/o % of total pop,80+ y/o % of total pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,MEDHHINC_2018,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total Hospitals (2019),ICU Beds_x,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,anycondition_prevalence,Obesity_prevalence,Heart disease_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Urban_rural_code
20059,25631,12.54340447,14.15083298,11.91916039,11.88794819,11.6304475,14.38492451,12.25859311,7.377784714,3.84690414,94.63540244,359,1.400647653,239,0.932464594,134,0.522804417,2,0.007803051,641,2.500877843,-26,479,11.2,9.7,1.4,0.4,-2.7,7.4,38.9,34.2,19.5,9.3,13.6,58033,3.6,99.8,227.6,88.0,6.8,6.3,1.223665767,5,21.8,20,59,48.1,37.7,7.3,7.8,11.6,2.9,5
20061,32594,21.05602258,12.11879487,25.26845432,16.25145732,7.83272995,6.102350126,5.362950236,3.798245076,2.208995521,69.10167515,6046,18.54942627,435,1.33460146,1130,3.466895748,377,1.156654599,2083,6.390746763,-1039,845,26.2,5.9,20.4,-3.9,-47.8,6.0,26.1,46.1,21.9,10.3,16.0,50856,4.8,87.5,227.6,88.0,6.8,6.3,1.55609075,6,11.1,20,61,44.9,37.9,4.6,5.2,8.9,2.2,5
20063,2612,13.55283308,12.36600306,8.996937213,10.75803982,9.418070444,12.63399694,14.31852986,9.303215926,8.65237366,97.01378254,16,0.612557427,3,0.114854518,23,0.880551302,1,0.038284839,35,1.339969372,-18,56,13.4,14.5,-1.1,0.8,-6.5,8.7,33.8,34.8,22.7,11.4,17.5,49626,2.2,85.3,227.6,88.0,6.8,6.3,0.124701143,0,33.5,20,63,46.4,34.1,9.3,8.7,13.2,3.5,6
20065,2492,10.23274478,10.75441413,8.828250401,10.27287319,9.22953451,14.24558587,15.48956661,11.31621188,9.63081862,90.36918138,92,3.691813804,20,0.802568218,53,2.126805778,0,0.0,75,3.009630819,-13,40,6.4,15.2,-8.8,1.6,2.0,8.8,35.0,29.9,26.2,12.5,17.2,41906,3.2,72.1,227.6,88.0,6.8,6.3,0.118972147,0,33.7,20,65,50.5,39.0,10.0,9.3,14.2,3.9,6
20067,7336,16.56215921,17.23009815,11.79116685,11.21864776,12.07742639,11.47764449,10.79607415,5.534351145,3.312431843,93.86586696,66,0.899672846,214,2.917121047,39,0.531624864,0,0.0,131,1.785714286,-182,79,15.1,5.1,10.0,-0.7,-33.8,26.5,27.9,30.2,15.4,10.9,17.0,61614,2.8,106.0,227.6,88.0,6.8,6.3,0.350232612,0,16.9,20,67,48.4,40.3,7.0,7.3,12.9,3.1,6
20069,6033,15.21631029,16.4926239,11.801757,11.28791646,11.61942649,12.74656058,10.74092491,5.65224598,4.442234378,96.05503066,103,1.707276645,37,0.613293552,27,0.447538538,2,0.033151003,69,1.143709597,37,78,13.3,7.3,6.0,1.0,-0.8,22.9,22.3,33.8,21.0,7.5,9.3,65771,2.0,113.1,227.6,88.0,6.8,6.3,0.288025265,0,20.4,20,69,44.4,36.2,7.0,7.5,11.1,2.9,6
20071,1227,14.50692747,13.77343113,8.394458028,14.01792991,7.742461288,13.61043195,12.95843521,7.253463733,7.742461288,97.63651182,7,0.570497148,10,0.814995925,4,0.32599837,0,0.0,8,0.65199674,-6,26,11.4,9.8,1.6,1.6,-8.1,12.8,29.0,29.2,29.0,11.3,18.6,51606,2.0,88.7,227.6,88.0,6.8,6.3,0.058578982,0,30.7,20,71,46.6,36.7,8.4,7.9,12.5,3.4,6
20073,6055,11.0982659,12.55161024,8.290668869,9.611890999,10.6688687,14.6985962,15.6895128,11.04872007,6.341866226,94.71511148,40,0.660611065,102,1.684558216,23,0.379851363,0,0.0,155,2.559867878,-39,90,10.7,12.3,-1.6,0.0,-4.6,8.4,34.6,37.4,19.6,14.5,21.3,43083,3.6,74.1,227.6,88.0,6.8,6.3,0.289075581,0,33.0,20,73,49.9,38.9,9.8,9.7,14.8,3.8,6
20075,2607,16.95435366,14.49942463,12.38971998,13.08016878,11.16225547,12.38971998,10.31837361,6.290755658,2.915228232,92.98043728,68,2.608362102,53,2.032988109,5,0.191791331,6,0.230149597,51,1.956271577,-13,0,13.8,7.3,6.5,3.4,-14.9,22.4,35.1,24.3,18.2,14.1,19.6,51559,2.0,88.7,227.6,88.0,6.8,6.3,0.124462434,0,17.4,20,75,49.5,39.8,7.7,8.4,13.0,3.2,6
20077,5506,13.71231384,13.11296767,9.480566655,11.00617508,10.18888485,12.18670541,14.11187795,9.135488558,7.065019978,95.05993462,32,0.581184163,78,1.416636397,27,0.490374137,14,0.254268071,121,2.197602615,-77,129,10.3,17.1,-6.9,0.4,-7.4,9.6,40.0,33.3,17.1,14.3,20.2,45570,2.9,78.4,227.6,88.0,6.8,6.3,0.262865425,0,29.1,20,77,47.5,38.0,9.2,9.3,13.5,3.6,6
20079,34210,12.60450161,14.72961122,11.93802982,11.63110202,10.68985677,12.28588132,12.09880152,7.68488746,6.337328267,93.54282374,661,1.932183572,325,0.950014616,341,0.996784566,19,0.055539316,863,2.522654195,-203,1317,10.5,9.9,0.5,0.3,-6.8,9.0,26.3,33.6,31.0,10.4,13.7,57934,3.2,99.6,227.6,88.0,6.8,6.3,1.633241227,6,24.9,20,79,42.8,33.4,7.5,7.2,11.2,3.1,3
20081,3997,14.96122092,15.63672755,12.68451339,11.58368777,11.60870653,12.15911934,12.23417563,5.879409557,3.252439329,95.42156617,28,0.700525394,55,1.376032024,35,0.875656743,6,0.150112584,59,1.47610708,-34,33,13.5,6.7,6.7,0.0,-15.7,30.9,18.7,34.2,16.3,10.5,14.7,60808,2.2,104.6,227.6,88.0,6.8,6.3,0.190823303,0,19.7,20,81,46.9,36.9,8.0,8.8,13.6,3.4,6
20083,1818,11.71617162,12.81628163,9.075907591,10.3960396,9.295929593,14.74147415,14.52145215,8.96589659,8.470847085,93.94939494,23,1.265126513,11,0.605060506,47,2.585258526,0,0.0,29,1.595159516,-31,14,12.0,11.5,0.5,1.6,-18.5,9.4,20.7,41.5,28.4,11.7,13.4,54058,2.5,93.0,227.6,88.0,6.8,6.3,0.086794287,0,30.8,20,83,46.6,35.8,8.7,8.0,12.8,3.4,6
20085,13280,12.96686747,14.29216867,10.40662651,10.85843373,11.73945783,13.70481928,13.00451807,8.584337349,4.442771084,86.40060241,121,0.911144578,1123,8.456325301,77,0.579819277,5,0.037650602,480,3.614457831,-41,133,12.6,10.1,2.5,-0.2,-5.4,5.5,39.1,34.0,21.3,10.5,14.6,56330,3.0,96.9,227.6,88.0,6.8,6.3,0.634008872,0,26.1,20,85,46.3,39.0,7.9,8.0,12.5,3.2,4
20087,18975,11.55204216,13.46508564,9.876152833,11.31488801,11.75230567,15.7312253,13.73913043,8.100131752,4.469038208,95.88405797,144,0.758893281,190,1.001317523,48,0.252964427,20,0.105401845,379,1.997364954,-15,235,10.5,7.9,2.6,-0.1,-3.3,6.5,40.4,31.2,21.9,7.6,10.5,69246,3.3,119.1,227.6,88.0,6.8,6.3,0.905897465,0,25.0,20,87,44.6,35.8,7.5,7.7,11.6,3.0,4
20089,2841,10.70045759,10.13727561,8.940513904,8.658922914,8.799718409,12.98838437,18.12741992,12.46040127,9.186906019,97.39528335,10,0.351988736,19,0.668778599,14,0.492784231,0,0.0,31,1.091165083,-14,27,10.9,12.3,-1.4,0.0,-3.5,6.0,42.4,34.7,16.9,15.0,22.9,44271,2.8,76.1,227.6,88.0,6.8,6.3,0.135633976,0,37.4,20,89,52.3,39.5,11.5,10.9,16.0,4.3,6
20091,597555,13.07427768,13.50453096,12.42814469,14.39616437,13.25149986,12.8911983,10.90778255,6.04998703,3.496414556,86.85024809,29534,4.942473915,2361,0.395110074,30989,5.185966145,262,0.043845336,15431,2.582356436,6271,5163,12.1,6.7,5.4,0.9,4.3,4.1,14.4,26.2,55.3,5.5,6.0,87087,2.9,149.8,227.6,88.0,6.8,6.3,28.52825085,110,19.0,20,91,34.4,27.2,5.4,4.7,8.2,2.4,2
20093,3943,16.63707837,14.78569617,12.70606137,13.16256657,9.99239158,12.24955618,9.637331981,6.036013188,4.79330459,93.88790261,43,1.090540198,70,1.775297996,26,0.659396399,4,0.1014456,98,2.485417195,3,81,15.0,6.3,8.6,0.5,-8.6,25.9,26.6,31.6,15.9,12.4,17.6,63248,2.4,108.8,227.6,88.0,6.8,6.3,0.188245255,0,19.2,20,93,52.3,42.3,8.3,8.8,13.8,3.5,5
20095,7310,11.47742818,12.66757866,9.863201094,10.90287278,10.65663475,14.55540356,14.10396717,8.905608755,6.867305062,96.12859097,33,0.451436389,68,0.930232558,45,0.615595075,2,0.027359781,135,1.846785226,-3,190,9.6,13.7,-4.1,-0.4,4.2,6.0,31.8,38.1,24.2,11.1,18.3,56005,3.2,96.3,227.6,88.0,6.8,6.3,0.348991329,0,27.7,20,95,44.6,35.0,8.0,7.6,11.9,3.1,3
20097,2516,12.95707472,13.91096979,12.67885533,9.06200318,9.896661367,12.40063593,14.26868045,7.750397456,7.074721781,94.79332273,29,1.152623211,19,0.755166932,37,1.470588235,2,0.079491256,44,1.748807631,15,149,14.4,8.8,5.6,1.2,-0.4,10.3,27.9,33.8,27.9,12.1,16.0,64399,2.4,110.7,227.6,88.0,6.8,6.3,0.120117946,0,28.9,20,97,47.8,37.9,8.3,8.0,12.3,3.3,6
20099,19964,13.24383891,12.89821679,11.39050291,11.44059307,10.83951112,14.09036265,12.63774795,8.425165298,5.03406131,89.00520938,831,4.162492486,471,2.359246644,96,0.480865558,11,0.055099179,786,3.937086756,-188,480,13.9,11.3,2.5,0.0,-11.9,12.0,32.6,37.6,17.8,16.0,22.7,44571,4.0,76.6,227.6,88.0,6.8,6.3,0.953113939,5,24.9,20,99,48.7,39.9,8.9,9.3,14.0,3.5,5
20101,1560,12.24358974,11.85897436,9.487179487,9.423076923,11.21794872,13.78205128,14.74358974,9.423076923,7.820512821,93.97435897,19,1.217948718,20,1.282051282,5,0.320512821,1,0.064102564,49,3.141025641,14,3,9.7,10.3,-0.6,0.0,10.3,4.5,32.8,41.2,21.6,10.3,14.9,59240,2.8,101.9,227.6,88.0,6.8,6.3,0.074476946,0,26.0,20,101,48.7,36.4,9.3,8.8,13.6,3.6,6
20103,81352,13.28916314,12.54548136,12.36478513,15.07645786,13.07281935,13.06913167,11.048284,6.339118891,3.19475858,84.79201495,7520,9.243780116,720,0.885042777,1248,1.534074147,171,0.21019766,2713,3.334890353,320,6504,12.0,7.6,4.4,-0.7,0.2,8.1,28.7,31.6,31.7,10.6,12.1,70807,3.6,121.8,227.6,88.0,6.8,6.3,3.883877239,10,19.0,20,103,44.5,35.7,6.2,6.4,11.2,2.7,2
20105,3023,12.1071783,12.7026133,8.435329143,9.692358584,9.824677473,13.76116441,16.4406219,8.964604697,8.0714522,96.65894806,22,0.727753887,24,0.793913331,14,0.46311611,0,0.0,41,1.356268607,-28,50,11.9,11.9,0.0,0.3,-9.2,6.3,31.8,39.3,22.6,12.7,18.6,44439,2.5,76.4,227.6,88.0,6.8,6.3,0.144322953,0,30.2,20,105,47.4,37.2,8.9,8.6,13.0,3.5,6
20107,9750,11.0974359,13.34358974,9.302564103,10.38974359,11.76410256,14.72820513,14.1025641,10.21538462,5.056410256,95.88717949,84,0.861538462,74,0.758974359,34,0.348717949,7,0.071794872,202,2.071794872,54,63,9.4,12.7,-3.3,0.1,8.6,11.0,38.5,34.5,16.0,12.9,17.5,47153,5.9,81.1,227.6,88.0,6.8,6.3,0.465480911,0,27.4,20,107,51.6,39.4,9.7,10.0,14.5,3.7,2
20109,2844,13.99437412,11.99015471,11.84950774,10.97046414,9.493670886,13.2559775,13.85372714,7.524613221,7.067510549,95.88607595,28,0.984528833,16,0.562587904,24,0.843881857,0,0.0,49,1.722925457,10,41,15.1,6.3,8.8,0.0,-4.9,8.3,29.4,44.7,17.6,9.1,15.2,50267,2.2,86.4,227.6,88.0,6.8,6.3,0.135777201,0,30.1,20,109,46.1,35.2,8.1,8.1,12.3,3.2,6
20111,33406,12.13255104,14.3207807,20.14009459,11.16565886,9.707836916,11.1267437,11.09980243,6.082739628,4.223792133,90.08561336,859,2.57139436,467,1.397952464,919,2.751002814,40,0.119738969,1027,3.07429803,62,1450,12.2,8.1,4.0,0.9,-3.0,11.6,30.9,30.1,27.3,16.1,15.2,47982,3.5,82.5,227.6,88.0,6.8,6.3,1.594856955,6,19.2,20,111,42.8,34.0,7.0,7.1,11.0,2.9,5
20113,28537,11.92136525,13.60689631,12.00196236,11.97392858,10.5652311,13.04972492,12.88502646,7.779374146,6.216490872,95.29382906,363,1.2720328,176,0.616743176,251,0.87955987,22,0.077092897,531,1.860742194,-136,928,10.6,11.9,-1.3,0.0,-3.4,8.7,27.3,35.0,29.0,10.5,10.7,58017,2.6,99.8,227.6,88.0,6.8,6.3,1.36240295,7,26.2,20,113,42.7,34.3,7.5,7.4,11.3,3.1,5
20115,11950,11.25523013,13.07112971,11.37238494,10.05857741,9.548117155,13.72384937,14.10041841,9.523012552,7.347280335,95.56485356,134,1.121338912,98,0.820083682,50,0.418410042,9,0.075313808,239,2.0,-22,727,9.9,11.8,-1.9,0.3,-0.3,9.1,30.9,34.9,25.1,9.6,12.2,51712,3.1,88.9,227.6,88.0,6.8,6.3,0.570512501,0,29.5,20,115,47.3,37.4,8.5,8.2,12.5,3.3,6
20117,9722,12.99115408,12.86772269,9.473359391,11.25282864,10.03908661,13.40259206,14.17403826,8.619625591,7.179592676,96.6056367,50,0.51429747,65,0.668586711,43,0.442295824,5,0.051429747,167,1.717753549,24,164,10.6,10.6,0.0,0.2,2.4,7.3,43.2,30.8,18.6,11.2,14.8,51066,2.6,87.8,227.6,88.0,6.8,6.3,0.464144145,0,28.7,20,117,49.6,39.0,8.8,8.7,13.0,3.4,6
20119,4146,14.01350699,14.5200193,12.10805596,9.792571153,11.16739026,12.71104679,11.89097926,7.284129281,6.512301013,95.34491076,45,1.085383502,51,1.230101302,39,0.940665702,0,0.0,58,1.398938736,-114,119,12.8,7.6,5.2,1.4,-34.3,17.5,29.0,33.3,20.1,9.4,13.3,67220,2.1,115.6,227.6,88.0,6.8,6.3,0.197936806,0,23.7,20,119,47.8,38.7,8.6,8.7,13.1,3.4,6
20121,33680,12.56828979,14.28147268,10.10095012,11.75178147,12.41092637,15.20783848,12.29809976,7.197149644,4.183491686,95.3087886,475,1.410332542,269,0.798693587,187,0.555225653,15,0.044536817,634,1.882422803,267,645,10.3,8.9,1.4,0.1,6.5,4.3,32.2,35.9,27.7,7.9,9.7,71770,3.6,123.4,227.6,88.0,6.8,6.3,1.607938163,0,22.9,20,121,39.8,34.6,7.0,6.9,10.2,2.8,2
20123,6150,13.43089431,13.30081301,10.50406504,10.40650407,9.577235772,12.1300813,13.70731707,9.56097561,7.382113821,96.74796748,16,0.260162602,32,0.520325203,58,0.943089431,11,0.178861789,83,1.349593496,-41,246,13.8,15.7,-1.9,0.6,-5.0,4.3,32.7,37.8,25.3,11.4,17.5,51514,2.3,88.6,227.6,88.0,6.8,6.3,0.293611036,4,28.5,20,123,45.2,34.8,8.9,8.4,12.9,3.5,6
20125,32120,12.94520548,14.09713574,10.92465753,11.50684932,10.55728518,13.05105853,12.98256538,8.620797011,5.314445828,84.7260274,1701,5.295765878,1155,3.595890411,303,0.943337484,45,0.140099626,1702,5.298879203,-268,1113,11.2,11.3,0.0,0.7,-9.1,11.3,29.1,41.4,18.2,19.5,28.9,42479,4.3,73.1,227.6,88.0,6.8,6.3,1.533461217,7,26.0,20,125,48.3,39.3,8.9,9.3,14.1,3.6,5
20127,5521,10.95815975,11.5377649,9.726498823,10.88570911,9.346132947,14.50824126,15.5044376,10.23365332,7.299402282,95.96087665,35,0.633943126,35,0.633943126,31,0.561492483,2,0.036225322,120,2.17351929,55,66,10.9,13.5,-2.5,0.4,12.4,10.0,37.0,32.8,20.1,11.4,17.4,49287,2.8,84.8,227.6,88.0,6.8,6.3,0.26358155,0,33.1,20,127,50.4,39.2,9.1,9.0,13.5,3.5,6
20129,2667,12.33595801,14.36070491,8.548931384,11.02362205,12.07349081,13.91076115,13.23584552,7.53655793,6.974128234,91.78852643,42,1.57480315,54,2.024746907,51,1.912260967,6,0.224971879,66,2.474690664,-77,83,8.1,10.0,-1.8,1.1,-28.1,14.1,30.8,38.0,17.1,11.1,16.7,53785,3.3,92.5,227.6,88.0,6.8,6.3,0.127326932,0,22.7,20,129,50.2,39.5,8.6,8.4,13.7,3.5,6
20131,10155,14.9286066,13.49089119,10.92072871,10.93057607,10.05416051,13.16592811,11.74790743,7.159034958,7.60216642,96.68143772,71,0.699162974,74,0.728705071,36,0.35450517,8,0.078778927,148,1.457410143,57,259,13.2,8.6,4.6,0.2,0.9,6.6,38.8,30.1,24.5,9.1,10.9,59567,2.3,102.4,227.6,88.0,6.8,6.3,0.484816272,0,25.9,20,131,43.0,34.5,7.9,7.7,11.3,3.1,6
20133,15951,13.39100997,14.19346749,10.74540781,10.9209454,10.8394458,13.0399348,12.85812802,8.375650429,5.636010281,94.12576014,219,1.372954674,241,1.510877061,111,0.695881136,10,0.062691994,356,2.231834995,-77,450,12.9,10.9,2.0,0.4,-7.3,8.5,31.4,39.5,20.6,14.8,22.7,46176,4.9,79.4,227.6,88.0,6.8,6.3,0.761526771,5,24.9,20,133,50.1,37.8,8.7,9.1,13.5,3.5,6
20135,2840,11.69014085,12.14788732,8.767605634,9.894366197,8.943661972,14.33098592,15.70422535,9.436619718,9.084507042,96.23239437,23,0.809859155,40,1.408450704,6,0.211267606,0,0.0,38,1.338028169,-38,70,11.9,12.9,-1.0,1.0,-13.3,9.1,33.7,38.3,18.9,10.5,13.8,51757,2.8,89.0,227.6,88.0,6.8,6.3,0.135586235,0,32.3,20,135,52.1,39.7,10.0,9.5,14.5,3.8,6
20137,5430,10.25782689,10.5893186,13.57274401,12.28360958,12.20994475,13.75690608,11.98895028,8.250460405,7.090239411,93.64640884,188,3.462246777,22,0.405156538,40,0.736648251,2,0.036832413,93,1.712707182,-6,820,11.4,12.5,-1.1,0.0,-0.2,10.6,36.6,36.9,15.9,14.6,18.8,47252,2.1,81.3,227.6,88.0,6.8,6.3,0.259237061,0,23.8,20,137,49.0,36.8,8.4,8.5,12.4,3.2,6
20139,15941,11.84367355,13.65033561,10.04955774,10.79606047,11.26654539,14.72304121,14.2337369,8.468728436,4.968320683,95.94128348,107,0.671225143,118,0.740229597,80,0.501850574,8,0.050185057,334,2.095226146,111,194,11.5,13.1,-1.6,0.0,8.6,8.8,39.2,33.4,18.6,12.5,16.6,53864,3.8,92.6,227.6,88.0,6.8,6.3,0.761049354,0,25.9,20,139,51.0,42.0,8.4,8.7,13.3,3.3,4
20141,3475,11.1942446,11.10791367,10.27338129,11.1942446,8.834532374,14.04316547,14.70503597,9.553956835,9.09352518,96.20143885,14,0.402877698,28,0.805755396,45,1.294964029,0,0.0,45,1.294964029,-81,100,9.7,11.7,-2.0,0.3,-21.0,7.4,34.6,35.0,23.0,12.9,18.6,46101,2.6,79.3,227.6,88.0,6.8,6.3,0.165902171,0,31.9,20,141,48.5,36.9,9.2,8.6,13.1,3.5,6
20143,5802,11.32368149,13.78834885,9.513960703,10.72044123,12.18545329,14.47776629,14.09858669,8.6521889,5.239572561,96.1737332,66,1.13753878,43,0.74112375,17,0.293002413,0,0.0,96,1.654601861,-32,98,9.8,10.1,-0.3,0.2,-5.3,5.8,36.5,34.2,23.5,10.2,13.4,56451,2.9,97.1,227.6,88.0,6.8,6.3,0.276996948,0,25.0,20,143,48.0,38.0,8.3,8.2,12.4,3.2,5
