fips,TOT_POP,0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,60-69 y/o % of total pop,70-79 y/o % of total pop,80+ y/o % of total pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,MEDHHINC_2018,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total Hospitals (2019),ICU Beds_x,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,anycondition_prevalence,Obesity_prevalence,Heart disease_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Urban_rural_code
49017,5080,11.51574803,13.83858268,10.53149606,11.7519685,10.15748031,12.14566929,15.0984252,9.980314961,4.980314961,93.30708661,25,0.492125984,136,2.677165354,78,1.535433071,21,0.413385827,80,1.57480315,19,174,12.2,7.7,4.5,3.7,-4.5,8.0,35.6,32.0,24.4,11.2,19.1,51028,7.8,71.5,216.2,65.3,5.8,5.4,0.086779781,0,26.2,49,17,41.1,30.0,8.4,7.5,12.6,3.6,6
49019,9764,11.95206882,11.31708316,11.48095043,14.00040967,11.92134371,12.89430561,14.68660385,7.845145432,3.902089308,90.73125768,87,0.891028267,477,4.885292913,130,1.331421549,12,0.122900451,199,2.03809914,124,144,10.8,8.0,2.8,2.3,7.8,9.2,28.4,34.7,27.7,11.3,16.2,50750,4.8,71.1,216.2,65.3,5.8,5.4,0.166794839,0,23.7,49,19,37.4,30.1,6.8,6.3,10.7,3.0,6
49021,52775,15.78209379,17.18427286,17.93462814,12.13263856,10.29654192,8.964471814,9.459024159,5.747039318,2.499289436,93.38133586,395,0.748460445,1270,2.406442444,495,0.937944102,207,0.39223117,1126,2.133585978,1953,851,16.1,6.2,9.9,-0.2,28.0,7.2,25.2,38.5,29.1,14.4,16.4,51393,3.6,72.0,216.2,65.3,5.8,5.4,0.901536014,6,16.2,49,21,37.5,29.4,6.1,6.1,9.7,2.8,5
49023,11555,18.5114669,18.97879706,12.63522285,12.63522285,11.7524881,9.389874513,8.264820424,5.400259628,2.431847685,96.02769364,65,0.562527045,148,1.280830809,48,0.415404587,25,0.216356556,173,1.497187365,307,122,17.0,7.2,9.8,-0.2,17.5,7.8,37.3,37.9,17.1,8.5,10.7,65379,3.0,91.6,216.2,65.3,5.8,5.4,0.197389837,0,16.0,49,23,39.9,30.4,5.8,5.9,9.3,2.6,3
49025,7709,12.6216111,13.153457,9.93643793,11.88221559,9.638085355,11.48008821,15.89051758,10.97418602,4.423401219,95.07069659,51,0.661564405,134,1.738228045,57,0.739395512,13,0.168634064,125,1.621481385,172,258,10.9,7.7,3.1,-0.4,19.8,7.2,24.0,41.5,27.3,10.5,14.5,52355,3.2,73.3,216.2,65.3,5.8,5.4,0.131690026,0,29.8,49,25,40.6,30.3,7.8,6.7,11.8,3.3,6
49027,13006,16.50007689,16.99215747,10.62586499,11.55620483,10.28755959,10.50284484,11.54851607,7.588805167,4.397970168,93.93356912,78,0.599723205,272,2.091342457,185,1.422420421,27,0.207596494,227,1.745348301,177,177,15.6,7.3,8.3,1.1,4.5,11.3,31.0,35.2,22.4,11.3,14.7,58644,3.3,82.2,216.2,65.3,5.8,5.4,0.222176739,0,21.8,49,27,47.7,36.5,7.5,6.6,11.2,3.2,6
49029,12045,17.57575758,20.66417601,9.9875467,11.92195932,12.88501453,10.50228311,8.866749689,5.388127854,2.208385222,97.28518057,55,0.456621005,46,0.381901204,76,0.630967206,17,0.141137401,133,1.104192611,170,0,14.5,4.1,10.4,1.6,2.3,2.4,17.7,40.4,39.5,4.0,3.8,98875,2.8,138.5,216.2,65.3,5.8,5.4,0.205760327,0,16.7,49,29,36.4,30.1,4.9,4.4,7.9,2.3,3
49031,1445,8.442906574,16.74740484,8.30449827,8.166089965,10.44982699,11.07266436,17.30103806,13.21799308,6.297577855,96.47058824,5,0.346020761,15,1.038062284,6,0.415224914,2,0.138408305,23,1.591695502,32,37,7.0,7.0,0.0,0.0,21.7,13.1,43.0,24.9,18.9,18.6,30.8,40387,5.4,56.6,216.2,65.3,5.8,5.4,0.024684406,0,35.3,49,31,44.5,31.5,10.4,9.1,14.9,4.2,6
49033,2464,16.1525974,15.74675325,10.99837662,11.52597403,10.38961039,10.51136364,12.86525974,7.792207792,4.017857143,97.07792208,9,0.36525974,16,0.649350649,12,0.487012987,2,0.081168831,33,1.339285714,62,1,14.4,5.8,8.6,2.9,14.0,1.4,30.6,43.5,24.4,8.9,11.4,60695,3.3,85.0,216.2,65.3,5.8,5.4,0.04209161,0,21.3,49,33,38.3,30.4,7.1,6.2,10.8,3.1,6
49035,1152633,15.00182625,14.68411888,15.64626382,15.74473401,12.81457324,10.43862183,8.673098896,4.621071928,2.375691135,87.22151804,24792,2.150901458,15764,1.367651282,53384,4.631482874,20154,1.748518392,33195,2.879927956,14813,14845,15.1,5.8,9.3,5.1,-1.5,9.6,22.8,33.2,34.5,9.0,10.4,73619,3.0,103.1,216.2,65.3,5.8,5.4,19.69000777,282,14.9,49,35,34.6,29.1,4.5,4.5,8.6,2.4,1
49037,15449,16.31173539,17.78108615,13.05586122,11.18518998,10.80328824,11.34701275,10.05890349,6.155738235,3.301184543,47.26519516,62,0.401320474,7604,49.22001424,132,0.854424235,10,0.064729109,339,2.194316784,129,359,13.6,7.8,5.8,1.6,1.0,16.2,30.6,34.8,18.4,22.6,26.8,42982,6.2,60.2,216.2,65.3,5.8,5.4,0.263909614,1,18.6,49,37,48.4,37.6,8.8,8.9,15.4,4.0,6
49039,30623,12.75185318,18.03219802,16.10227607,12.467753,11.76566633,9.832478856,9.963099631,6.083662607,3.001012311,93.83796493,359,1.172321458,518,1.691539039,262,0.855566078,213,0.695555628,535,1.747052869,632,2958,12.8,6.1,6.6,1.5,12.8,10.3,27.7,43.2,18.8,14.8,16.3,52910,3.7,74.1,216.2,65.3,5.8,5.4,0.523121503,0,17.5,49,39,39.1,28.8,6.4,6.2,10.0,2.9,6
49041,21539,15.33033103,16.80672269,11.1565068,12.49361623,11.63935187,10.72937462,10.79901574,7.270532522,3.774548493,95.9190306,116,0.538557965,328,1.522819072,80,0.371419286,45,0.208923348,310,1.439249733,222,307,14.5,9.1,5.4,0.4,4.7,10.1,33.1,39.7,17.1,12.0,15.6,54339,3.6,76.1,216.2,65.3,5.8,5.4,0.367942855,0,21.6,49,41,43.4,32.2,7.2,7.0,11.0,3.1,6
49043,41933,11.81646913,15.03350583,11.70200081,12.23380154,14.18691723,15.14320464,12.52235709,5.682875063,1.678868671,94.70584027,499,1.189993561,246,0.586650132,737,1.75756564,68,0.162163451,670,1.597786946,584,114,10.4,3.5,7.0,4.2,2.9,5.1,15.0,24.5,55.3,6.2,5.8,105374,3.0,147.6,216.2,65.3,5.8,5.4,0.716326095,4,16.9,49,43,25.4,19.6,4.6,4.2,7.8,2.3,5
49045,69907,17.31157109,18.04540318,12.59101378,14.95701432,13.58519175,10.04048236,7.711674081,3.90375785,1.853891599,94.19943639,618,0.884031642,896,1.281702834,540,0.772454833,446,0.637990473,1555,2.224383824,2489,319,14.9,5.0,9.9,0.6,25.7,9.0,30.3,37.7,23.0,6.8,7.4,73584,3.5,103.1,216.2,65.3,5.8,5.4,1.194195701,4,13.1,49,45,44.4,39.2,4.6,4.9,9.3,2.3,2
49047,35438,18.01456064,17.60821717,12.17901687,15.18144365,11.57796715,9.625261019,8.688413567,4.650375303,2.474744624,87.98464925,229,0.646198995,2840,8.013996275,197,0.555900446,136,0.383768836,856,2.415486201,219,192,15.4,6.5,8.9,0.9,-3.7,13.9,35.2,36.2,14.7,11.5,13.5,63631,4.7,89.1,216.2,65.3,5.8,5.4,0.605374386,4,13.5,49,47,45.3,36.2,6.1,6.4,10.7,2.8,5
49049,622213,18.72879544,18.79935006,20.99747193,12.74595677,10.57531746,7.289947333,5.684709256,3.405746907,1.772704845,92.86305493,4984,0.801011872,5103,0.820137156,11278,1.812562579,5810,0.93376384,17232,2.769469619,15710,13972,19.7,3.8,15.9,2.1,7.5,5.8,16.3,37.8,40.1,9.4,7.5,75296,2.8,105.5,216.2,65.3,5.8,5.4,10.629037,122,10.3,49,49,33.0,28.0,4.0,3.7,6.6,2.0,3
49051,33240,16.41395909,17.65643803,11.14620939,13.36341757,13.44163658,11.03188929,9.816486161,5.342960289,1.78700361,95.4723225,269,0.809265945,259,0.779181709,332,0.998796631,77,0.231648616,568,1.708784597,1265,250,14.7,4.3,10.5,2.1,26.1,4.9,20.4,34.0,40.6,5.3,6.4,85380,3.1,119.6,216.2,65.3,5.8,5.4,0.567826757,0,14.4,49,51,30.8,27.2,4.9,4.5,8.1,2.4,5
49053,171700,13.84682586,14.89458358,12.04834013,11.885265,10.36284217,9.62550961,12.10658125,9.899242865,5.330809552,93.3278975,1559,0.907979033,2890,1.683168317,1681,0.979033197,1621,0.944088527,3705,2.15783343,5841,2237,13.5,7.9,5.6,0.4,28.4,7.5,23.3,41.5,27.7,9.7,11.7,57069,3.4,79.9,216.2,65.3,5.8,5.4,2.933088271,32,25.7,49,53,37.0,27.2,7.2,6.3,10.8,3.3,4
49055,2690,12.4535316,14.46096654,9.516728625,11.59851301,10.18587361,12.37918216,16.02230483,9.962825279,3.420074349,95.98513011,12,0.446096654,27,1.003717472,25,0.92936803,4,0.148698885,40,1.486988848,-31,9,9.2,7.8,1.5,5.2,-18.1,11.5,21.9,41.4,25.2,12.9,17.2,47175,6.0,66.1,216.2,65.3,5.8,5.4,0.045952286,0,26.4,49,55,37.5,27.3,7.4,6.7,11.3,3.2,6
49057,256359,15.63276499,15.2110907,15.14984845,14.56044063,12.05965072,10.69203734,9.017822663,5.010551609,2.665792892,92.29635004,4424,1.725704968,3534,1.378535569,4133,1.612192277,876,0.341708308,6782,2.645508837,4493,2721,15.2,6.4,8.8,1.6,7.2,9.7,29.4,37.1,23.8,9.4,11.3,68106,3.5,95.4,216.2,65.3,5.8,5.4,4.37928699,64,16.0,49,57,38.6,30.4,5.1,5.4,9.7,2.6,3
50001,36973,8.787493576,12.77959592,14.02104238,10.65642496,11.4191437,14.59443378,14.8324453,8.568414789,4.341005599,94.39050118,503,1.360452222,102,0.275876991,721,1.950071674,16,0.043274822,732,1.979823114,33,2871,8.4,8.7,-0.3,2.9,-1.7,7.1,30.5,25.7,36.7,8.9,9.6,68878,2.6,113.1,367.1,130.3,11.7,9.9,0.826477449,0,25.7,50,1,32.4,25.1,6.0,6.4,8.7,2.7,6
50003,35631,9.738710673,12.07094945,11.26547108,9.862198647,10.760293,15.26199096,15.2956695,9.842552833,5.902163846,95.50952822,449,1.260138643,117,0.328365749,443,1.243299374,17,0.047711263,574,1.610956751,-82,1427,8.6,12.2,-3.6,2.0,-0.7,8.1,29.3,26.8,35.7,11.4,16.5,52510,3.1,86.2,367.1,130.3,11.7,9.9,0.796478998,10,28.9,50,3,39.4,27.9,7.8,7.8,11.3,3.2,5
50005,30302,9.768332123,12.76153389,11.45798957,10.76496601,11.96290674,14.21358326,15.58642994,9.058807999,4.425450465,96.09266715,272,0.897630519,151,0.498316943,294,0.970232988,5,0.016500561,462,1.524651838,148,1358,9.2,9.0,0.2,0.4,4.4,9.1,36.1,26.8,28.1,12.5,15.1,50368,3.3,82.7,367.1,130.3,11.7,9.9,0.677356981,4,27.2,50,5,36.9,28.0,7.3,7.9,10.3,3.1,6
50007,164572,9.378873684,13.43667209,18.82215687,12.80959094,11.30082882,12.98702088,11.24796442,6.293901757,3.722990545,90.10888851,4243,2.578202853,416,0.2527769,7787,4.731667598,65,0.039496391,3767,2.288967747,1681,10143,9.1,6.9,2.2,7.7,0.4,5.9,19.2,24.2,50.7,10.4,8.0,74240,2.1,121.9,367.1,130.3,11.7,9.9,3.678766851,46,19.7,50,7,29.3,22.5,5.0,5.4,7.5,2.3,4
50009,6250,9.568,9.84,8.784,9.056,11.6,16.112,17.296,11.984,5.76,96.336,38,0.608,36,0.576,48,0.768,0,0.0,107,1.712,37,16,7.2,11.1,-3.9,1.0,8.8,14.2,45.5,24.7,15.6,15.5,24.1,43671,3.6,71.7,367.1,130.3,11.7,9.9,0.139709628,0,32.5,50,9,40.8,29.3,9.9,10.3,12.7,3.8,5
50011,49421,12.03132272,12.20129095,11.97264321,12.75773457,12.80427349,14.97136845,12.89937476,6.960603792,3.401388074,94.9697497,370,0.748669594,487,0.98541106,482,0.975293903,16,0.032374901,1131,2.28850084,414,568,11.0,8.2,2.8,1.8,3.8,9.2,38.2,28.9,23.7,11.1,13.1,61129,2.5,100.3,367.1,130.3,11.7,9.9,1.10473432,0,21.1,50,11,40.1,31.4,6.4,7.2,9.7,2.7,4
50013,7090,9.351198872,10.53596615,9.675599436,11.33991537,11.49506347,17.27785614,17.95486601,9.196050776,3.17348378,94.1325811,58,0.818053597,108,1.523272214,39,0.550070522,10,0.141043724,201,2.834978843,107,0,7.0,8.4,-1.4,-0.3,16.6,5.7,28.1,27.0,39.2,8.2,12.4,67746,3.2,111.2,367.1,130.3,11.7,9.9,0.158486601,0,28.5,50,13,40.8,32.1,6.7,6.7,9.9,2.8,4
50015,25300,10.80237154,12.50197628,12.3201581,12.6284585,13.07114625,14.35177866,12.99604743,7.62055336,3.707509881,96.00395257,270,1.067193676,101,0.399209486,172,0.679841897,12,0.04743083,456,1.802371542,-45,775,9.8,7.8,2.1,0.4,-4.2,7.4,25.1,30.2,37.3,11.0,13.0,60230,3.5,98.9,367.1,130.3,11.7,9.9,0.565544572,0,22.4,50,15,35.4,25.9,6.6,7.2,9.4,2.8,6
50017,28999,9.76930239,11.06934722,10.52105245,11.58315804,11.55901928,15.72123177,16.32814925,9.176178489,4.272561123,96.7654057,205,0.706920928,112,0.386220215,160,0.551743164,7,0.024138763,454,1.565571227,0,729,9.0,8.5,0.5,1.0,-1.5,8.2,35.5,27.2,29.1,10.2,12.9,62300,2.7,102.3,367.1,130.3,11.7,9.9,0.648230318,2,27.3,50,17,37.7,28.8,7.0,7.7,10.4,3.0,5
50019,26907,10.1126101,11.20526257,10.96368975,10.97483926,11.75902182,14.09670346,15.74683168,10.16092467,4.980116698,96.18314937,226,0.83993013,158,0.58720779,122,0.45341361,10,0.03716505,511,1.899134054,73,773,8.9,10.5,-1.6,1.1,3.3,12.4,38.3,27.6,21.6,12.2,16.7,48688,4.4,79.9,367.1,130.3,11.7,9.9,0.601466712,5,29.4,50,19,41.5,31.9,8.3,8.9,11.1,3.4,6
50021,58672,9.341764385,11.48247887,11.57110717,10.5791519,11.01036269,15.59517317,15.77072539,9.686051268,4.963185165,96.45827652,415,0.707322062,173,0.294859558,592,1.008999182,16,0.027270248,882,1.50327243,-328,2274,8.5,11.3,-2.8,0.5,-3.2,7.7,35.1,26.9,30.3,10.4,13.5,51723,3.1,84.9,367.1,130.3,11.7,9.9,1.311526922,13,27.5,50,21,40.2,31.4,7.1,7.8,10.2,3.1,5
50023,58140,9.908840729,12.02098383,11.72858617,11.82146543,12.53353973,14.7248022,14.3997248,8.288613691,4.573443412,95.80323357,560,0.963192295,181,0.31131751,571,0.982112143,22,0.037839697,1106,1.902304782,-143,2405,8.9,9.2,-0.3,0.8,-2.9,6.6,27.3,24.7,41.5,10.8,12.3,61808,2.6,101.5,367.1,130.3,11.7,9.9,1.299634839,14,25.7,50,23,34.0,24.5,6.6,6.6,8.8,2.8,5
50025,42756,9.233791749,10.9738984,10.95752643,11.0487417,10.88268313,15.37094209,16.90522968,9.631396763,4.995790065,94.58087754,637,1.489849378,144,0.336794836,592,1.384600992,30,0.070165591,914,2.137711666,-150,1547,8.2,10.0,-1.9,1.6,-3.2,6.6,30.2,24.6,38.6,12.0,16.1,54441,2.9,89.4,367.1,130.3,11.7,9.9,0.955747973,0,28.9,50,25,34.4,26.3,7.4,7.5,9.8,3.1,6
50027,55286,9.324241218,10.56687046,9.979018196,11.53818327,11.14025251,15.32576059,16.49242123,10.31906812,5.314184423,95.95738523,507,0.917049524,171,0.309300727,558,1.00929711,21,0.0379843,978,1.768983106,29,823,8.3,9.6,-1.3,1.6,0.3,6.8,30.1,26.8,36.3,9.6,11.3,57438,2.3,94.3,367.1,130.3,11.7,9.9,1.235837835,0,29.7,50,27,36.5,28.9,7.0,7.3,10.3,3.0,5
51001,32412,11.40318401,11.00209799,10.1135382,10.73984944,10.43440701,14.03801061,16.17302234,10.65963223,5.436258176,68.08280884,9262,28.57583611,225,0.694187338,253,0.780575096,56,0.172775515,549,1.693817105,-154,430,10.8,14.8,-4.0,1.8,-2.4,18.7,38.8,23.9,18.5,17.3,27.0,42879,3.8,59.1,263.2,90.3,7.3,6.3,0.365304892,10,29.6,51,1,50.0,39.5,10.4,10.9,16.9,4.2,6
51003,108718,10.71211759,14.22487537,13.29770599,12.55173936,11.37714086,12.59497047,12.59497047,7.821151971,4.825327913,81.64793318,10587,9.738037859,417,0.38356114,6072,5.585091705,101,0.0929009,2775,2.552475211,930,6686,10.2,8.1,2.1,3.6,2.9,8.6,16.6,21.3,53.5,8.7,9.6,80392,2.7,110.7,263.2,90.3,7.3,6.3,1.225324487,12,23.1,51,3,35.9,26.5,6.5,6.2,9.4,2.7,4
51005,14910,9.329309188,11.26760563,10.63715627,9.356136821,11.67672703,15.0435949,14.97652582,11.88464118,5.828303152,92.70288397,702,4.708249497,43,0.288397049,43,0.288397049,13,0.087189806,287,1.924882629,-209,281,7.9,16.6,-8.7,-0.4,-4.8,14.4,40.0,30.2,15.4,14.8,21.1,46538,3.8,64.1,263.2,90.3,7.3,6.3,0.16804566,10,30.9,51,5,48.0,35.4,10.5,11.2,14.3,3.9,6
51007,13013,10.6585722,11.83431953,10.927534,10.98901099,11.50388073,16.19918543,14.2242373,9.21386306,4.449396757,76.37746869,2673,20.54099746,75,0.57634673,80,0.614769846,6,0.046107738,240,1.844309537,48,128,9.0,10.9,-1.9,-0.1,5.8,16.5,39.2,28.5,15.9,9.9,13.2,57280,3.2,78.9,263.2,90.3,7.3,6.3,0.146665203,0,25.8,51,7,45.1,35.8,8.5,9.3,13.7,3.5,2
51009,31666,10.6518032,11.44760942,11.64656098,10.72759427,11.88025011,15.2687425,13.82555422,9.559148614,4.992736689,77.03530601,6043,19.08355965,288,0.909492831,174,0.549485252,14,0.044211457,753,2.377944799,-197,1393,9.7,12.1,-2.4,0.5,-4.3,14.8,35.7,30.3,19.2,13.0,18.5,50580,3.3,69.7,263.2,90.3,7.3,6.3,0.356896974,0,26.9,51,9,47.2,32.8,8.8,9.4,14.2,3.6,3
51011,15841,11.72905751,11.60911559,11.35660627,11.91843949,11.65961745,13.77438293,13.43980809,9.904677735,4.608294931,78.20844644,3004,18.96344928,51,0.321949372,54,0.34088757,7,0.044189129,336,2.121078215,140,56,11.2,11.2,0.0,0.4,8.4,15.9,34.5,29.9,19.8,13.5,19.4,51131,3.6,70.4,263.2,90.3,7.3,6.3,0.178538652,0,26.4,51,11,47.4,34.4,8.7,9.5,13.4,3.6,3
51013,237521,11.07607327,8.421571145,19.46564725,20.76195368,14.03875868,11.06681093,8.25442803,4.545282312,2.369474699,75.10746418,22880,9.632832465,1542,0.649205754,26208,11.03397173,307,0.129251729,8188,3.447274136,2400,2883,13.3,4.7,8.6,9.8,-8.3,5.9,8.1,11.4,74.6,6.3,7.3,120950,2.0,166.6,263.2,90.3,7.3,6.3,2.677020341,32,14.2,51,13,25.0,20.1,3.8,3.5,6.8,1.9,1
51015,75457,9.641252634,11.4701088,11.46215726,11.48071087,12.38983792,15.08673814,13.93111308,9.626674795,4.911406496,93.0490213,3435,4.552261553,184,0.243847489,506,0.670580596,29,0.038432485,1091,1.445856581,375,2922,8.4,10.4,-2.0,0.3,6.7,12.6,38.2,25.7,23.5,9.0,12.2,60556,2.7,83.4,263.2,90.3,7.3,6.3,0.850450797,12,26.5,51,15,43.8,33.3,8.2,8.6,11.9,3.2,4
51017,4292,8.643988816,8.201304753,10.25163094,9.482758621,11.18359739,16.47250699,15.75023299,13.63000932,6.383970177,93.05684995,210,4.892823858,9,0.209692451,19,0.442684063,0,0.0,60,1.397949674,7,53,8.4,10.0,-1.6,0.2,3.3,12.8,41.3,31.0,14.9,10.7,14.8,50564,2.5,69.6,263.2,90.3,7.3,6.3,0.048373707,0,26.9,51,17,49.8,33.2,11.6,11.9,15.5,4.2,6
51019,78747,10.08038401,11.74901901,10.63278601,9.915298361,12.29253178,15.85457224,15.0989879,9.837835092,4.538585597,89.63897037,5612,7.126620697,278,0.353029322,985,1.250841302,22,0.027937572,1262,1.602600734,508,547,8.4,11.0,-2.6,0.5,8.6,10.2,31.3,29.6,28.9,10.4,13.1,61186,3.1,84.3,263.2,90.3,7.3,6.3,0.887531295,6,27.7,51,19,42.5,31.6,7.8,8.2,12.1,3.2,3
51021,6293,7.770538694,9.010011123,11.6478627,11.63197203,14.92134117,14.63530907,14.39694899,10.9645638,5.021452407,94.39059272,244,3.877324011,11,0.174797394,36,0.572064198,1,0.015890672,61,0.969331003,-58,680,6.5,13.4,-7.0,-0.3,-1.9,8.5,39.9,34.3,17.4,14.1,15.0,47681,3.2,65.7,263.2,90.3,7.3,6.3,0.070926314,0,28.1,51,21,44.8,31.8,8.3,8.6,11.5,3.1,6
51023,33277,9.11740842,11.70478108,9.75448508,10.09706404,12.25170538,16.3326021,15.59936292,10.31643477,4.826156204,94.19418818,1077,3.236469634,98,0.294497701,273,0.820386453,9,0.027045707,475,1.427412327,41,287,7.5,10.9,-3.4,-0.1,4.8,7.4,32.3,31.6,28.7,7.4,8.6,71874,2.7,99.0,263.2,90.3,7.3,6.3,0.37505402,0,28.1,51,23,43.1,31.2,8.0,8.1,11.0,3.1,3
51025,16384,8.392333984,9.869384766,14.42871094,12.62207031,11.82250977,13.90991211,14.50805664,9.313964844,5.133056641,42.30957031,9011,54.9987793,55,0.335693359,163,0.994873047,10,0.061035156,213,1.300048828,-232,2184,7.8,13.6,-5.8,1.5,-9.7,21.0,37.5,27.2,14.3,22.5,27.0,41803,4.9,57.6,263.2,90.3,7.3,6.3,0.184658625,0,27.4,51,25,55.4,41.2,9.5,10.0,16.9,4.2,6
51027,21221,8.797888884,10.17388436,10.74878658,11.33311343,12.9918477,15.54120918,15.24433344,10.39065077,4.77828566,95.64111022,657,3.095989821,30,0.141369398,95,0.447669761,3,0.01413694,140,0.659723858,-279,1027,7.3,14.5,-7.2,0.5,-6.3,29.7,36.1,23.6,10.6,27.6,32.4,32144,5.5,44.3,263.2,90.3,7.3,6.3,0.239174846,12,26.8,51,27,54.9,35.8,11.5,13.6,15.7,4.2,6
51029,16999,9.165245014,10.20060004,12.50661804,13.34196129,13.3125478,14.70086476,13.71257133,8.659332902,4.400258839,63.20960056,5768,33.93140773,71,0.417671628,76,0.447085123,6,0.035296194,333,1.958938761,-28,2214,6.6,10.1,-3.5,0.2,1.7,22.1,43.8,22.8,11.3,20.2,24.9,45889,4.4,63.2,263.2,90.3,7.3,6.3,0.191590086,0,23.6,51,29,51.1,40.9,9.2,10.1,15.2,3.8,4
51031,54973,10.13952304,11.232787,13.05186182,11.84035799,12.18780128,14.34340494,13.28652247,8.951667182,4.966074255,81.89111018,8015,14.57988467,200,0.363814964,594,1.080530442,36,0.065486693,1110,2.019173049,-113,458,8.6,10.1,-1.5,1.3,-1.9,14.0,31.5,31.9,22.5,11.3,16.6,51525,3.3,71.0,263.2,90.3,7.3,6.3,0.619582433,0,25.2,51,31,49.2,38.4,8.2,8.9,13.0,3.4,3
51033,30772,13.19381256,11.74769271,12.01416872,13.46678799,12.47237749,14.1622254,12.01091902,7.445079943,3.486936176,67.32419082,8449,27.45677889,233,0.757181854,303,0.984661381,36,0.116989471,1034,3.360197582,339,513,11.9,9.4,2.5,0.3,8.3,14.4,37.5,28.1,20.1,9.7,15.2,67335,3.5,92.7,263.2,90.3,7.3,6.3,0.346820997,0,21.6,51,33,48.3,37.6,7.1,7.6,12.3,3.1,2
51035,29636,9.275880686,10.88878391,9.842758807,9.775273316,12.4409502,15.4879201,15.40693751,11.36118235,5.520313133,97.34444594,243,0.819948711,92,0.310433257,66,0.222702119,14,0.047239843,372,1.255230126,-111,337,7.4,13.9,-6.5,1.2,1.6,19.2,36.3,31.4,13.1,15.7,23.0,41517,3.6,57.2,263.2,90.3,7.3,6.3,0.334017518,0,29.6,51,35,51.0,36.6,10.0,10.9,13.8,3.7,6
51036,6941,7.722230226,9.162944821,10.57484512,9.652787783,10.94943092,18.55640398,17.14450367,11.16553811,5.071315372,43.79772367,3153,45.42573116,475,6.843394324,40,0.576285838,5,0.07203573,228,3.284829275,-59,0,6.2,14.3,-8.2,0.3,-0.4,21.4,38.7,26.6,13.3,12.3,18.8,56872,3.9,78.3,263.2,90.3,7.3,6.3,0.078229707,0,30.7,51,36,51.1,38.7,9.7,10.2,17.7,4.3,2
51037,11938,11.28329703,11.76914056,10.67180432,9.708493885,11.16602446,15.37108393,14.37426705,10.09381806,5.562070699,69.29133858,3356,28.11191154,44,0.36857095,39,0.326687887,2,0.016753225,225,1.884737812,-144,175,10.6,14.0,-3.4,0.0,-8.5,16.1,43.6,30.1,10.2,19.3,29.7,41382,3.7,57.0,263.2,90.3,7.3,6.3,0.134549235,0,30.1,51,37,51.9,37.1,10.6,11.5,17.0,4.3,6
51041,348556,12.47518333,14.03849023,11.91114197,12.92905588,13.62220131,13.75618265,11.61075982,6.772225984,2.884758834,68.40507695,84685,24.29595244,2091,0.599903602,12958,3.717623567,452,0.129677871,9940,2.85176557,5393,4559,11.1,7.1,4.0,1.7,9.9,7.9,23.4,28.8,39.9,7.6,9.9,80734,2.9,111.2,263.2,90.3,7.3,6.3,3.928458965,106,19.6,51,41,42.9,33.8,6.0,6.2,11.2,2.7,2
51043,14523,9.543482751,12.50430352,9.515940233,9.984163052,11.89148248,17.65475453,14.76967569,9.336913861,4.799283895,90.64931488,691,4.757970116,85,0.585278524,214,1.473524754,11,0.075741927,357,2.4581698,74,180,9.0,10.3,-1.3,-0.1,6.5,11.3,28.9,27.6,32.2,6.5,8.0,84021,2.9,115.7,263.2,90.3,7.3,6.3,0.163683912,0,25.6,51,43,41.6,30.7,8.0,8.3,11.8,3.2,2
51045,5064,8.333333333,11.29541864,10.34755134,9.439178515,12.34202212,16.60742496,15.63981043,10.78199052,5.213270142,98.14375987,22,0.434439179,20,0.394944708,8,0.157977883,0,0.0,44,0.868878357,-1,9,6.1,13.6,-7.5,0.0,7.1,7.5,43.1,31.0,18.5,11.9,21.2,50858,3.5,70.1,263.2,90.3,7.3,6.3,0.057074663,0,28.8,51,45,44.3,31.6,8.4,8.8,11.6,3.2,3
51047,51859,13.38244085,13.75653214,11.18802908,12.65161303,12.87529648,14.20197073,11.42906728,7.211862936,3.303187489,79.37484333,7692,14.83252666,406,0.782892073,880,1.696908926,83,0.160049365,1635,3.152779653,592,1475,12.1,8.4,3.7,1.6,6.1,14.8,30.2,30.3,24.7,8.7,11.3,72111,2.8,99.3,263.2,90.3,7.3,6.3,0.584485573,6,20.5,51,47,44.6,34.8,7.2,7.7,11.7,3.0,2
